set_num,name,year,num_parts,theme_name,parent_theme,is_licensed,total_sets
8297-1,Off-Roader,2008,,Off-Road,Technic,False,536
8299-1,Search Sub With CDROM,1997,371.0,Harbor,Technic,False,536
8-3,Basic Set,1973,,Basic Set,Universal Building Set,False,441
8300-1,LEGO TECHNIC Team,2000,,Supplemental,Technic,False,536
830-1,Red Bricks Parts Pack,1980,46.0,Supplemental,Universal Building Set,False,441
8301-1,Urban Enforcer,2011,44.0,Tiny Turbos,Racers,False,265
8302-1,Rod Rider,2011,,Tiny Turbos,Racers,False,265
8303-1,Demon Destroyer,2011,50.0,Tiny Turbos,Racers,False,265
8304-1,Smokin' Slickster,2011,,Tiny Turbos,Racers,False,265
8305-1,Duel Bikes,2000,208.0,Competition,Technic,False,536
8307-1,Turbo Racer,2000,392.0,Competition,Technic,False,536
831-1,Black Bricks Parts Pack,1980,,Supplemental,Universal Building Set,False,441
832-1,Blue Bricks Parts Pack,1980,46.0,Supplemental,Universal Building Set,False,441
833-1,White Bricks Parts Pack,1980,46.0,Supplemental,Universal Building Set,False,441
834-1,Yellow Bricks Parts Pack,1980,,Supplemental,Universal Building Set,False,441
8350-1,Pro Stunt,2003,30.0,Drome Racers,Racers,False,265
8353-1,Slammer Rhino,2003,218.0,Drome Racers,Racers,False,265
8354-1,Exo Force Bike,2003,,Drome Racers,Racers,False,265
8355-1,H.O.T. Blaster Bike,2003,87.0,Drome Racers,Racers,False,265
8356-1,Jungle Monster,2003,,Drome Racers,Racers,False,265
8357-1,Zonic Strike,2003,106.0,Drome Racers,Racers,False,265
8358-1,Off-Roader,2003,26.0,Drome Racers,Racers,False,265
8359-1,Desert Racer,2003,27.0,Drome Racers,Racers,False,265
8360-1,Track Racer,2003,,Drome Racers,Racers,False,265
836-1,Doors and Windows Parts Pack,1980,,Supplemental,Universal Building Set,False,441
8362-1,Ferrari F1 Racer 1:24 Scale,2004,,Ferrari,Racers,False,265
8363-1,Baja Desert Racers,2003,,Drome Racers,Racers,False,265
8364-1,Multi-Challenge Race Track,2003,,Track System,Racers,False,265
8365-1,Tuneable Racer,2003,195.0,Drome Racers,Racers,False,265
8366-1,Supersonic RC,2003,,Radio Control,Racers,False,265
8369-1,Dirt Crusher RC,2004,87.0,Radio Control,Racers,False,265
8369-2,Dirt Crusher RC (Blue),2005,87.0,Radio Control,Racers,False,265
8370-1,Nitro Stunt Bike,2003,89.0,Drome Racers,Racers,False,265
837-1,Wheels and Tires Parts Pack,1980,,Supplemental,Universal Building Set,False,441
8371-1,Extreme Power Bike,2003,97.0,Drome Racers,Racers,False,265
8374-1,Williams F1 Team Racer 1:27,2003,,Williams F1,Racers,False,265
8375-1,Ferrari F1 Pit Set,2004,,Ferrari,Racers,False,265
8376-1,Hot Flame RC Car,2003,256.0,Radio Control,Racers,False,265
8378-1,Red Beast RC,2004,64.0,Radio Control,Racers,False,265
8380-1,Red Maniac,2004,,Power Racers,Racers,False,265
838-1,"Red Roof Bricks Parts Pack, 45 Degree",1980,,Supplemental,Universal Building Set,False,441
8381-1,Exo Raider,2003,93.0,Power Racers,Racers,False,265
8382-1,Hot Buster,2004,,Power Racers,Racers,False,265
8383-1,Nitro Terminator,2004,69.0,Power Racers,Racers,False,265
8384-1,Jungle Crasher,2004,,Power Racers,Racers,False,265
8385-1,Exo Stealth,2004,,Power Racers,Racers,False,265
8386-1,Ferrari F1 Racer 1:10 Scale,2004,,Ferrari,Racers,False,265
8389-1,M. Schumacher and R. Barrichello,2004,,Ferrari,Racers,False,265
839-1,"Red Roof Bricks Parts Pack, 33 Degree",1980,,Supplemental,Universal Building Set,False,441
8396-1,Soldier's Arsenal,2009,17.0,Pirates II,Pirates,False,88
8397-1,Pirate Survival,2009,16.0,Pirates II,Pirates,False,88
8398-1,BBQ Stand,2009,,Town,Town,False,1116
8399-1,K-9 Bot,2009,22.0,Space Police III,Space,False,332
8-4,Magnetic Train Couplers with Plates,1977,,Train,Service Packs,False,456
8400-1,Space Speeder,2009,14.0,Space Police III,Space,False,332
840-1,"Baseplate, Green",1980,1.0,Supplemental,Universal Building Set,False,441
8401-1,City Minifigure Collection,2009,,Supplemental,Town,False,1116
8402-1,Sports Car,2009,68.0,Traffic,Town,False,1116
8403-1,City House,2010,,Town,Town,False,1116
8404-1,City Public Transport,2010,,Traffic,Town,False,1116
8408-1,Desert Ranger,1996,,Off-Road,Technic,False,536
8409-1,Spidermonkey,2010,,Ben 10,Ben 10,True,6
8410-1,Swampfire,2010,22.0,Ben 10,Ben 10,True,6
841-1,"Baseplates, Green and Yellow",1980,2.0,Supplemental,Universal Building Set,False,441
8411-1,ChromaStone,2010,21.0,Ben 10,Ben 10,True,6
8412-1,Nighthawk / Sky Wasp,1995,283.0,Airport,Technic,False,536
8414-1,Mountain Rambler,1997,243.0,Off-Road,Technic,False,536
8415-1,Dump Truck,2005,,Construction,Technic,False,536
8416-1,Forklift,2005,729.0,Construction,Technic,False,536
8417-1,Mag Wheel Master,1998,,Riding Cycle,Technic,False,536
8418-1,Mini Loader,2005,66.0,Construction,Technic,False,536
8419-1,Excavator,2005,286.0,Construction,Technic,False,536
8420-1,Street Bike,2005,506.0,Riding Cycle,Technic,False,536
842-1,"Baseplates, Red and Blue",1980,,Supplemental,Universal Building Set,False,441
8421-1,Mobile Crane,2005,1884.0,Construction,Technic,False,536
8422-1,Circuit Shock Racer / V-Twin Super Bike,1995,314.0,Riding Cycle,Technic,False,536
8423-1,World Grand Prix Racing Rivalry,2011,,Cars,Cars,True,27
8424-1,Mater’s Spy Zone,2011,113.0,Cars,Cars,True,27
8425-1,Black Hawk / Sky Stormer,1996,,Airport,Technic,False,536
8426-1,Escape at Sea,2011,,Cars,Cars,True,27
8428-1,Turbo Command Featuring CD-ROM Experience Expander,1998,,Off-Road,Technic,False,536
8429-1,Helicopter,2002,,Airport,Technic,False,536
8430-1,Motorbike,2002,,Riding Cycle,Technic,False,536
843-1,"Baseplate, Gray",1980,,Supplemental,Universal Building Set,False,441
8431-1,Crane Truck,2002,,Construction,Technic,False,536
8432-1,TECHNIC Car,1998,471.0,Off-Road,Technic,False,536
8433-1,Cool Movers,2004,,Traffic,Technic,False,536
8434-1,Aircraft,2004,445.0,Airport,Technic,False,536
8435-1,4WD,2004,,Off-Road,Technic,False,536
8436-1,Truck,2004,,Traffic,Technic,False,536
8437-1,Future Car,1997,420.0,Off-Road,Technic,False,536
8438-1,Pneumatic Crane Truck,2003,845.0,Construction,Technic,False,536
8439-1,Front End Loader,2004,591.0,Construction,Technic,False,536
8440-1,Formula Flash / Formula Indy Racer,1995,418.0,Race,Technic,False,536
8441-1,Fork Lift Truck,2003,70.0,Construction,Technic,False,536
8443-1,Pneumatic Log Loader / Pneumatic Logger,1996,334.0,Construction,Technic,False,536
8444-1,Air Enforcer / Supercopter,1999,,Airport,Technic,False,536
8445-1,Indy Storm / Formula 1 Racer,1999,,Race,Technic,False,536
8446-1,Crane Truck,1999,,Construction,Technic,False,536
8448-1,Super Street Sensation,1999,,Traffic,Technic,False,536
8450-1,Mission Experience Pack,2000,,Competition,Technic,False,536
845-1,"Battery Motor, 9V",1992,27.0,Supplemental,Universal Building Set,False,441
8451-1,Dumper,2003,183.0,Construction,Technic,False,536
8453-1,Front End Loader,2003,214.0,Construction,Technic,False,536
8453-2,Front-End Loader Black Box,2004,214.0,Construction,Technic,False,536
8454-1,Rescue Truck,2003,,Fire,Technic,False,536
8455-1,Backhoe Loader,2003,704.0,Construction,Technic,False,536
8456-1,Fiber Optic Multi Set / Multi Racer Set (with Fibre Optics),1996,,Airport,Technic,False,536
8457-1,Power Puller,2000,,Race,Technic,False,536
8458-1,Silver Champion / Formula 1 Racer,2000,1430.0,Race,Technic,False,536
8459-1,Pneumatic Front-End Loader,1997,,Construction,Technic,False,536
8460-1,Pneumatic Crane Truck / Mobile Crane,1995,855.0,Construction,Technic,False,536
846-1,Lighting Bricks,1992,,Supplemental,Universal Building Set,False,441
8461-1,Williams F1 Racer,2002,1483.0,Williams F1,Racers,False,265
8462-1,Tow Truck,1998,784.0,Traffic,Technic,False,536
8463-1,Forklift Truck,2001,232.0,Construction,Technic,False,536
8464-1,Pneumatic Front End Loader,2001,582.0,Construction,Technic,False,536
8465-1,Extreme Off-Roader,2001,,Off-Road,Technic,False,536
8465934-1,Muji Christmas Set,2009,120.0,Other,Other,False,75
8465972-1,Muji Basic Set,2009,,Other,Other,False,75
8466-1,4x4 Off Roader,2001,,Off-Road,Technic,False,536
8468-1,Power Crusher,2002,,Drome Racers,Racers,False,265
8469-1,Slammer Raptor,2002,143.0,Drome Racers,Racers,False,265
8470-1,Slammer G-Force,2002,,Drome Racers,Racers,False,265
8471-1,Nitro Burner,2002,,Drome Racers,Racers,False,265
8472-1,Street 'n' Mud Racer,2002,,Drome Racers,Racers,False,265
8473-1,Nitro Race Team,2002,,Drome Racers,Racers,False,265
8475-1,RC Race Buggy,2002,,Radio Control,Racers,False,265
8479-1,Barcode Multi-Set,1997,1269.0,Traffic,Technic,False,536
8480-1,Space Shuttle,1996,1355.0,Airport,Technic,False,536
8482-1,CyberMaster,1998,896.0,Competition,Technic,False,536
8483-1,CyberMaster,1998,,Competition,Technic,False,536
8484-1,Ultimate Build Lightning McQueen,2011,,Cars,Cars,True,27
8485-1,Control Center / Control II,1995,,Universal Building Set,Technic,False,536
8486-1,Mack’s Team Truck,2011,384.0,Cars,Cars,True,27
8487-1,Flo's V8 Café,2011,516.0,Cars,Cars,True,27
8490-1,Desert Hopper,2008,,Power Racers,Racers,False,265
8491-1,Ram Rod,2008,71.0,Power Racers,Racers,False,265
8492-1,Mud Hopper,2008,58.0,Power Racers,Racers,False,265
8493-1,Red Ace,2008,,Power Racers,Racers,False,265
8494-1,Ring of Fire,2008,268.0,Power Racers,Racers,False,265
8495-1,Crosstown Craze,2008,,Tiny Turbos,Racers,False,265
8496-1,Desert Hammer,2008,,Power Racers,Racers,False,265
8500-1,Torch / Fire Slizer,1999,33.0,Throwbot Slizer,Technic,False,536
850-1,Fork lift truck,1977,216.0,Expert Builder,Technic,False,536
8501-1,Ski / Ice Slizer,1999,34.0,Throwbot Slizer,Technic,False,536
850150-1,Santa Claus Classic Key Chain,2006,,Key Chain,Gear,False,435
850152-1,Blue Brick Key Chain,2007,0.0,Key Chain,Gear,False,435
850154-1,LEGO® Red Brick Key Chain,2007,1.0,Key Chain,Gear,False,435
8502-1,Turbo / City Slizer,1999,45.0,Throwbot Slizer,Technic,False,536
8503-1,Scuba / Sub,1999,,Throwbot Slizer,Technic,False,536
850353-1,Darth Vader Key Chain,2008,0.0,Key Chain,Gear,False,435
850355-1,Stormtrooper Key Chain (with Lego logo on back),2002,4.0,Key Chain,Gear,False,435
8504-1,Jet / Judge Slizer,1999,44.0,Throwbot Slizer,Technic,False,536
850423-1,Minifigure Presentation Boxes,2012,89.0,Gear,Gear,False,435
850425-1,Business Card Holder,2012,,Gear,Gear,False,435
850426-1,Pencil Holder,2012,,Gear,Gear,False,435
850445-1,Ninjago Character Card Shrine,2012,,Ninjago,Ninjago,False,199
850446-1,Darth Maul Key Chain,2012,,Key Chain,Gear,False,435
850449-1,Minifigure Beach Accessory Pack,2012,64.0,Collectible Minifigures,Collectible Minifigures,False,443
850452-1,Ghost Key Chain,2012,0.0,Key Chain,Gear,False,435
850457-1,I Love LEGOLAND Magnet [Male],2012,,Gear,Gear,False,435
850458-1,VIP Top 5 Boxed Minifigures,2012,37.0,Collectible Minifigures,Collectible Minifigures,False,443
850486-1,Rock Band,2012,62.0,Other,Other,False,75
850487-1,Halloween Accessory Set,2012,56.0,Monster Fighters,Monster Fighters,False,15
850502-1,I 'L brick' Anaheim Figure Magnet,2012,6.0,Legoland,Legoland,False,142
850506-1,Card Making Kit,2012,0.0,Gear,Gear,False,435
850507-1,LEGO® Marvel Super Heroes Spider-Man Key Chain,2012,0.0,Key Chain,Gear,False,435
8505-1,Amazon / Jungle Slizer,1999,36.0,Throwbot Slizer,Technic,False,536
850513-1,I Love Malaysia Magnet [Male],2012,,Gear,Gear,False,435
850529-1,Loki Key Chain,2012,0.0,Gear,Gear,False,435
850581-1,Friends Calendar [English],2013,140.0,Gear,Gear,False,435
850591-1,LEGO Friends Name Sign,2013,29.0,Gear,Gear,False,435
850595-1,LEGO® Friends Notebook,2014,16.0,Gear,Gear,False,435
850597-1,LEGO® Friends Carry Case,2013,31.0,Gear,Gear,False,435
850598-1,LEGO® Legends of Chima™ Game Cards Binder,2013,0.0,Game,Gear,False,435
850602-1,LEGO® Legends of Chima™ Cragger Key Chain,2013,,Key Chain,Gear,False,435
850608-1,Key Chain Laval,2013,0.0,Key Chain,Gear,False,435
8506-1,Granite / Rock Slizer,1999,,Throwbot Slizer,Technic,False,536
850617-1,City Police Accessory Set,2013,34.0,Police,Town,False,1116
850618-1,City Fire Accessory Set,2013,43.0,Fire,Town,False,1116
850632-1,Ninjago Battle Pack,2013,36.0,Ninjago,Ninjago,False,199
850635-1,LEGO® Star Wars™ Darth Vader™ Magnet,2013,2.0,Gear,Gear,False,435
850642-1,LEGO® Star Wars™ Stormtrooper™ Magnet,2013,5.0,Gear,Gear,False,435
850646-1,LEGO® Teenage Mutant Ninja Turtles™ Donatello Key Chain,2013,,Key Chain,Gear,False,435
850648-1,LEGO® Teenage Mutant Ninja Turtles™ Leonardo Key Chain,2013,0.0,Key Chain,Gear,False,435
850653-1,LEGO® Teenage Mutant Ninja Turtles™ Michelangelo Key Chain,2013,0.0,Key Chain,Gear,False,435
850656-1,LEGO® Teenage Mutant Ninja Turtles™ Raphael Key Chain,2013,0.0,Key Chain,Gear,False,435
850664-1,LEGO® DC Universe™ Super Heroes Batman™ Magnet,2013,1.0,Gear,Gear,False,435
850670-1,LEGO® DC Universe™ Super Heroes Superman™ Magnet,2013,,Gear,Gear,False,435
850682-1,Bilbo Baggins Magnet,2013,3.0,Gear,Gear,False,435
850686-1,"Notebook, Baseplate Cover with Alphanumeric Tiles and Lego Logo Clasp",2013,,Gear,Gear,False,435
850702-1,Classic Picture Frame,2013,52.0,Gear,Gear,False,435
850705-1,Salt and Pepper Set,2013,,Gear,Gear,False,435
8507-1,Electro / Energy Slizer,1999,,Throwbot Slizer,Technic,False,536
850751-1,Orlando Picture Frame,2013,101.0,Legoland,Legoland,False,142
850760-1,I Love Paris Magnet [Male],2013,6.0,Gear,Gear,False,435
850779-1,Legends of Chima Minifigure Accessory Set,2013,42.0,Legends of Chima,Legends of Chima,False,128
850789-1,LEGO® Friends Horse Bag Charm,2013,6.0,Key Chain,Gear,False,435
850791-1,Minifigure Birthday Set,2013,,Other,Other,False,75
850794-1,Family Window Decals,2013,,Gear,Gear,False,435
850798-1,LEGO Classic Name Sign,2013,,Gear,Gear,False,435
850802-1,I Love Tokyo Magnet [Male],2011,6.0,Gear,Gear,False,435
850807-1,LEGO® Gold Minifigure Key Chain,2013,0.0,Key Chain,Gear,False,435
850808-1,LEGO® Gold 2x4 Stud Key Chain,2013,1.0,Key Chain,Gear,False,435
8508-1,Supplementary Disks,1999,5.0,Throwbot Slizer,Technic,False,536
850814-1,LEGO® Marvel Super Heroes The Hulk™ Key Chain,2013,0.0,Key Chain,Gear,False,435
850838-1,Splinter Key Chain,2013,0.0,Key Chain,Gear,False,435
850839-1,Classic Pirate Set,2013,43.0,Pirates,Pirates,False,88
850841-1,LEGO® Classic Gift Wrap,2013,0.0,Gear,Gear,False,435
850842-1,Fire Truck Holiday Bauble,2013,34.0,Creator,Seasonal,False,928
850843-1,Dinosaur Holiday Bauble,2013,,Creator,Seasonal,False,928
850849-1,Friends Puppy Holiday Bauble,2013,,Christmas,Seasonal,False,928
850850-1,Santa Holiday Bauble,2013,23.0,Creator,Seasonal,False,928
850851-1,Lego Tree Holiday Bauble,2013,,Creator,Seasonal,False,928
850852-1,Lego Reindeer Holiday Bauble,2013,,Creator,Seasonal,False,928
850884-1,LEGO® Castle King Key Chain,2014,,Key Chain,Gear,False,435
850886-1,LEGO® Castle Dragon Wizard Key Chain,2014,,Key Chain,Gear,False,435
850888-1,Castle Knights Accessory Set,2014,,Supplemental,Classic,False,354
850889-1,Castle Dragons Accessory Set,2014,,Supplemental,Castle,False,256
850894-1,THE LEGO® MOVIE™ Emmet Key Chain,2014,0.0,Key Chain,Gear,False,435
850895-1,THE LEGO® MOVIE™ Wyldstyle Key Chain,2014,,Key Chain,Gear,False,435
850896-1,THE LEGO® MOVIE™ Bad Cop Key Chain,2014,,Key Chain,Gear,False,435
850899-1,LEGO® Legends of Chima™ Playmat,2014,,Gear,Gear,False,435
850909-1,Sir Fangar Key Chain,2014,0.0,Key Chain,Gear,False,435
8509-1,Swamp,2000,45.0,RoboRiders,Technic,False,536
850910-1,Legends of Chima Minifigure Accessory Set,2014,52.0,Legends of Chima,Legends of Chima,False,128
850913-1,Fire and Ice Minifigure Accessory Set,2014,48.0,Legends of Chima,Legends of Chima,False,128
850918-1,Ice Cube Tray,2014,0.0,Gear,Gear,False,435
850929-1,LEGO® City Playmat,2014,0.0,Gear,Gear,False,435
850932-1,Polar Accessory Set,2014,,Arctic,Town,False,1116
850933-1,LEGO® City Policeman Key Chain,2014,,Key Chain,Gear,False,435
850935-1,Classic Minifigure Graduation Set,2014,27.0,Gear,Gear,False,435
850936-1,Halloween Set,2014,11.0,Halloween,Seasonal,False,928
850939-1,Santa Set,2014,,Christmas,Seasonal,False,928
850949-1,Christmas Snow Hut Ornament,2014,45.0,Creator,Seasonal,False,928
850950-1,Christmas Cat Ornament,2014,34.0,Creator,Seasonal,False,928
850951-1,Girl Minifigure Key Chain,2015,0.0,Key Chain,Gear,False,435
850952-1,LEGO® Classic Firetruck Bag Charm,2014,0.0,Key Chain,Gear,False,435
850953-1,Police Car Bag Charm,2014,,Key Chain,Gear,False,435
850963-1,LEGO® Friends Tumbler 2014,2014,14.0,Gear,Gear,False,435
850967-1,Jungle Accessory Set,2014,39.0,Friends,Friends,False,236
850972-1,Friendship Book,2014,0.0,Gear,Gear,False,435
850996-1,Darth Vader Key Chain,2014,0.0,Gear,Gear,False,435
850997-1,Princess Leia Key Chain,2014,,Key Chain,Gear,False,435
850998-1,LEGO® Star Wars™ Boba Fett™ Key Chain,2014,0.0,Key Chain,Gear,False,435
850999-1,LEGO® Star Wars™ Stormtrooper™ Key Chain,2014,0.0,Key Chain,Gear,False,435
851003-1,LEGO® Super Heroes The Joker Key Chain,2014,0.0,Key Chain,Gear,False,435
851005-1,LEGO® Super Heroes Batgirl Key Chain,2014,,Key Chain,Gear,False,435
851007-1,Wolverine Magnet,2014,,Gear,Gear,False,435
8510-1,Lava,2000,,RoboRiders,Technic,False,536
851015-1,LEGO® Legends of Chima™ Scorpion Sword & Shield,2014,,Gear,Gear,False,435
851091-1,R2-D2 Key Chain,2005,,Key Chain,Gear,False,435
851097,"Sword, Toa Hordika Blazer Claw with Flame End",2004,0.0,Gear,Gear,False,435
851-1,Tractor,1977,,Expert Builder,Technic,False,536
8511-1,Frost,2000,44.0,RoboRiders,Technic,False,536
8512-1,Onyx,2000,38.0,RoboRiders,Technic,False,536
851210-1,Lord Vladek Sword,2005,,Gear,Gear,False,435
8513-1,Dust,2000,45.0,RoboRiders,Technic,False,536
851317-1,LEGO® Star Wars™ Boba Fett™ Magnet,2014,,Gear,Gear,False,435
851318-1,Sir Fangar Claw & Shield,2014,,Gear,Gear,False,435
851320-1,LEGO® Minifigure Notebooks,2014,,Gear,Gear,False,435
851324-1,Dolphin Bag Charm,2014,,Key Chain,Gear,False,435
851325-1,Jungle Playmat,2014,0.0,Gear,Gear,False,435
851331-1,I Love LEGOLAND Magnet [Female],2015,,Gear,Gear,False,435
851335-1,Ninja Sword,2015,0.0,Gear,Gear,False,435
851336-1,Ninja Fork Weapon,2015,0.0,Gear,Gear,False,435
851338-1,Ninja Belt & Throwing Star,2015,0.0,Gear,Gear,False,435
851339-1,Ninja Bandana,2015,0.0,Gear,Gear,False,435
851341-1,LEGO® Elves Playmat,2015,0.0,Gear,Gear,False,435
851342-1,Ninja Army Building Set,2015,37.0,Ninjago,Ninjago,False,199
851343-1,Drinking Bottle,2015,,Gear,Gear,False,435
851344-1,Tumbler,2015,,Gear,Gear,False,435
851351-1,Ninja Kai Key Chain,2015,,Key Chain,Gear,False,435
851352-1,Titanium Ninja Zane Key Chain,2015,0.0,Key Chain,Gear,False,435
851353-1,Anacondrai Kapau Key Chain,2015,,Key Chain,Gear,False,435
851358-1,Holiday Bauble White Bricks,2015,,Seasonal,Seasonal,False,928
851362-1,Friends Party Set,2015,,Friends,Friends,False,236
851368-1,Laval Key Chain,2015,,Key Chain,Gear,False,435
851369-1,Icebite Key Chain,2015,0.0,Key Chain,Gear,False,435
851393-1,Mermaid Key Chain,2015,0.0,Key Chain,Gear,False,435
851394-1,Gingerbread Man Key Chain,2015,,Key Chain,Gear,False,435
851395-1,Robot Key Chain,2015,0.0,Key Chain,Gear,False,435
851400-1,Upscaled Mug – Red,2015,,Gear,Gear,False,435
8514-1,Power,2000,,RoboRiders,Technic,False,536
851417-1,LEGO Friends Wall Stickers,2015,0.0,Gear,Gear,False,435
851441,"Headgear, Mask, Soft Foam, Bionicle Toa Hordika Vakama",2004,0.0,Gear,Gear,False,435
851463-1,Clone Trooper Key Chain,2007,,Key Chain,Gear,False,435
851464-1,Chewbacca Key Chain,2007,0.0,Key Chain,Gear,False,435
851490-1,Lord Vladek Mask,2005,1.0,Gear,Gear,False,435
851502-1,Ice Brick Tray - Yellow,2007,0.0,Gear,Gear,False,435
8515-1,RoboRider Wheels,2000,4.0,RoboRiders,Technic,False,536
8516-1,The Boss,2000,124.0,RoboRiders,Technic,False,536
851659-1,Boba Fett Keyring,2008,0.0,Key Chain,Gear,False,435
851687-1,Robin Key Chain,2007,0.0,Key Chain,Gear,False,435
8517-1,Humungousaur,2010,14.0,Ben 10,Ben 10,True,6
8518-1,Jet Ray,2010,,Ben 10,Ben 10,True,6
8519-1,Big Chill,2010,20.0,Ben 10,Ben 10,True,6
851938-1,Princess Leia Key Chain,2007,0.0,Key Chain,Gear,False,435
852001-1,Fantasy Era Castle Chess Set,2007,164.0,Game,Gear,False,435
8520-1,Millennium/Millennia,2000,134.0,Throwbot Slizer,Technic,False,536
